ID,Numar post de transformare,Nume,Descrierea BDI,Proprietar,Detaliere Proprietar,Locatia 1,Sucursala,Locatia CE,Numar,PA/PT,Descriere loc functional Retele JT,Descriere obiect tehnic LES JT,Descriere obiect tehnic LEA JT,Tipul constructiv al PT*,Descriere loc functional,Grup planificatori pentru serviciu clienti si intr unit log,Post de lucru,Post de lucru principal pentru sarcini intret,Sectie unitate logistica,Unitate logistica de planificare a întretinerii,Unitate logistica de întretinere,Unitati logistice asociate cu post lucru principal
6065,9082,CARMANGERIE POTOCENI = RETRAS,PTZ 9082 CARMANGERIE POTOCENI = RETRAS,Terti,PROD PET ENERGO SRL,LEA 20 KV SILOZ = DEFECTA,Buzau,LEA 20 KV SILOZ = DEFECTA CE MT JT BUZAU+BUZAU SUD,9998,PT,RET JT PTZ 9082 CARMANGERIE POTOCENI,LES JT PTZ 9082 CARMANGERIE POTOCENI,,PTZ - Zidit,PTZ 9082 CARMANGERIE POTOCENI = RETRAS,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10941,9083,CRR MIHAILESTI,PTA 9083 CRR MIHAILESTI,Terti,CRR MIHAILESTI,LEA 20 KV GLODEANU SARAT,Buzau,LEA 20 KV GLODEANU SARAT CE MT JT BUZAU+BUZAU SUD,23,PT,RET JT PTA 9083 CRR MIHAILESTI,,,PTA - Aerian,PTA 9083 CRR MIHAILESTI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6086,9083,IAS VERNESTI,PTA 9083 IAS VERNESTI,Terti,SC CARPATIC LAMB +SC FRANKFURT IMPEX,LEA 20 KV SI CHE SIMILEASCA,Buzau,LEA 20 KV VERNESTI CE MT JT BUZAU NORD,9,PT,RET JT PTA 9083 IAS VERNESTI,LES JT PTA 9083 IAS VERNESTI,LEA JT PTA 9083 IAS VERNESTI,PTA - Aerian,PTA 9083 IAS VERNESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6132,9086,CAP SAPOCA = RETRAS,PTA 9086 CAP SAPOCA = RETRAS,Terti,FERMA NATINA SAPOCA,LEA 20 KV IRIGATII 2 BZ,Buzau,LEA 20 KV IRIGATII 2 BZ CE MT JT BUZAU NORD,9,PT,RET JT PTA 9086 CAP SAPOCA = RETRAS,LES JT PTA 9086 FERMA NATINA SAPOCA,LEA JT PTA 9086 FERMA NATINA SAPOCA,PTA - Aerian,PTA 9086 CAP SAPOCA = RETRAS,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11099,9086,ATELIER MECANIC CIOBANOAIA,PTA 9086 ATELIER MECANIC CIOBANOAIA,Terti,ATELIER MECANIC CIOBANOAIA,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,11,PT,RET JT PTA 9086 ATELIER MECANIC CIOBA,,,PTA - Aerian,PTA 9086 ATELIER MECANIC CIOBANOAIA,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6136,9086,ROMTEXTIL,PTZ 9086 ROMTEXTIL,Terti,SC ROMANOEXPORT SA,LES 20 KV COOPERATIE,Buzau,LES 20 KV COOPERATIE CE MT JT RM.SARAT,4,PT,RET JT PTZ 9086 ROMTEXTIL,LES JT PTZ 9086 ROMTEXTIL,,PTZ - Zidit,PTZ 9086 ROMTEXTIL,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11676,9087,DACIA SERVICE BUZAU,PTZ 9087 DACIA SERVICE BUZAU,Terti,EUROCAR SERVICE,LES 20 KV DOROBANTI 2,Buzau,LES 20 KV DOROBANTI 2 CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTZ 9087 DACIA SERVICE BUZAU,,,PTZ - Zidit,PTZ 9087 DACIA SERVICE BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
16667,9087,TAMPLARIE METALICA,PTZ 9087 TAMPLARIE METALICA,Terti,,LES 6 KV TAMPLARIE METALICA FUM,Buzau,LES  6 KV TAMPLARIE METALICA FUM FORMATIA SO  BUZAU 1,100,PT,RET JT PTZ 9087 TAMPLARIE METALICA,,,PTZ - Zidit,PTZ 9087 TAMPLARIE METALICA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18478,9088,SMA SAGEATA = RETRAS,PTA 9088 SMA SAGEATA = RETRAS,Terti,PT 9088 SMA SAGEATA,LEA 20 KV SCURTESTI,Buzau,LEA 20 KV SCURTESTI CE MT JT BUZAU NORD,37,PT,RET JT PTA 9088 SMA SAGEATA = RETRAS,,,PTA - Aerian,PTA 9088 SMA SAGEATA = RETRAS,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
16666,9088,9087 TAMPLARIE METALICA,PA 9087 TAMPLARIE METALICA,Terti,,LES 6 KV TAMPLARIE METAL BZ SUD,Buzau,LES 6 KV TAMPLARIE METAL BZ SUD CE MT JT BUZAU+BUZAU SUD,100,PA,RET JT PA 9087 TAMPLARIE METALICA,,,,PA 9087 TAMPLARIE METALICA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
16681,9089,AVICOLA GAGENI,PTAB 9089 AVICOLA GAGENI,Terti,SC AVICOLA BUZAU SA,LEA 20 KV COMPLEX 1,Buzau,LEA 20 KV COMPLEX 1 CE MT JT BUZAU+BUZAU SUD,20,PT,RET JT PTAB 9089 AVICOLA GAGENI,,,PTAB - Anvelopa de Beton,PTAB 9089 AVICOLA GAGENI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11133,9091,APA DIG BUZAU,PTZ 9091 APA DIG BUZAU,Terti,COMPANIA DE APA,LES 20 KV APA EST,Buzau,LES 20 KV APA EST CE MT JT BUZAU+BUZAU SUD,7,PT,RET JT PTZ 9091 APA DIG BUZAU,,,PTZ - Zidit,PTZ 9091 APA DIG BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11775,9091,RACORITOARE,PTZ 9091 RACORITOARE,Terti,BREBEANU PETROL,LES 6 KV MOARA 11 IUNIE,Buzau,LES 6 KV MOARA 11 IUNIE CE MT JT BUZAU+BUZAU SUD,6,PT,RET JT PTZ 9091 RACORITOARE,,,PTZ - Zidit,PTZ 9091 RACORITOARE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10993,9095,FERMA FINTESTI,PTA 9095 FERMA FINTESTI,Terti,FERMA FINTESTI,LEA 20 KV NAENI,Buzau,LEA 20 KV NAENI CE MT JT BUZAU+BUZAU SUD,23,PT,RET JT PTA 9095 FERMA FINTESTI,,,PTA - Aerian,PTA 9095 FERMA FINTESTI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6311,9096,MICROABATOR VALEA NUCULUI,PTA 9096 MICROABATOR VALEA NUCULUI,Terti,SC TRI 94 PROD COM SRL,LEA 20 KV BERCA,Buzau,LEA 20 KV BERCA CE MT JT BUZAU NORD,23,PT,RET JT PTA 9096 MICROABATOR VALEA NUC,LES JT PTA 9096 MICROABATOR SAPOCA,LEA JT PTA 9096 MICROABATOR SAPOCA,PTA - Aerian,PTA 9096 MICROABATOR VALEA NUCULUI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
99,9098,9098 FERMIT RM SARAT,PA 9098 FERMIT RM SARAT,Terti,SC FERMIT SA RM.SARAT,LES 20 KV FERMIT 1,Buzau,LES 20 KV FERMIT 1 CE MT JT RM.SARAT,6,PA,RET JT PA 9098 FERMIT RM SARAT,,,,PA 9098 FERMIT RM SARAT,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
107,9099,9099 IOA - RM SARAT,PA 9099 IOA - RM SARAT,Terti,SC ELARS SA  RM.SARAT,LES 20 KV IOA,Buzau,LES 20 KV IOA CE MT JT BUZAU+BUZAU SUD,6,PA,RET JT PA 9099 IOA - RM SARAT,,,,PA 9099 IOA - RM SARAT,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18274,9100,LIDL RM-SARAT,PTAB 9100 LIDL RM-SARAT,Terti,"LIDL_RM,SARAT",LES 6 KV PIATA,Buzau,LES 6 KV PIATA CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTAB 9100 LIDL RM-SARAT,,,PTAB - Anvelopa de Beton,PTAB 9100 LIDL RM-SARAT,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
602,9102,SERICICOLA ROBESTI,PTA 9102 SERICICOLA ROBESTI,Terti,PRIMARIA PIRSCOV,LEA 20 KV BOZIORU,Buzau,LEA 20 KV BOZIORU CE MT JT BUZAU NORD,3,PT,RET JT PTA 9102 SERICICOLA ROBESTI,,,PTA - Aerian,PTA 9102 SERICICOLA ROBESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11050,9102,VINALCOOL GURA SARATII,PTA 9102 VINALCOOL GURA SARATII,Terti,VINALCOOL GURA SARATII,LEA 20 KV PIETROASELE,Buzau,LEA 20 KV PIETROASELE CE MT JT BUZAU+BUZAU SUD,17,PT,RET JT PTA 9102 VINALCOOL GURA SARATI,,,PTA - Aerian,PTA 9102 VINALCOOL GURA SARATII,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11135,9103,ATCOM BUZAU,PTZ 9103 ATCOM BUZAU,Terti,ATCOM SOOCIETATE COOPERATIVA,LES 20 KV ATCOM,Buzau,LES  20 KV ATCOM FORMATIA SO  BUZAU 1,9,PT,RET JT PTZ 9103 ATCOM BUZAU,,,PTZ - Zidit,PTZ 9103 ATCOM BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11176,9104,ARTIZANAT BUZAU,PTZ 9104 ARTIZANAT BUZAU,Terti,ATCOM SOCIETATE COOPERATIVA,LES 6 KV IMBUNATATIRI FUNCIARE,Buzau,LES 6 KV IMBUNATATIRI FUNCIARE CE MT JT BUZAU+BUZAU SUD,55,PT,RET JT PTZ 9104 ARTIZANAT BUZAU,,,PTZ - Zidit,PTZ 9104 ARTIZANAT BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11780,9105,GRUPA TEHNICA BUZAU,PTZ 9105 GRUPA TEHNICA BUZAU,Terti,CFR,LES 6 KV PA 69,Buzau,LES 6 KV PA 69 CE MT JT BUZAU+BUZAU SUD,11,PT,RET JT PTZ 9105 GRUPA TEHNICA BUZAU,,,PTZ - Zidit,PTZ 9105 GRUPA TEHNICA BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10866,9106,BERBECUTI UDATI = RETRAS,PTA 9106 BERBECUTI UDATI = RETRAS,Terti,BERBECUTI UDATI,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,7,PT,RET JT PTA 9106 BERBECUTI UDATI = RET,,,PTA - Aerian,PTA 9106 BERBECUTI UDATI = RETRAS,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
19506,9107,ENERGOMAT,PTAB 9107 ENERGOMAT,Terti,PTAB 9107 ENERGOMAT,LEA 20 KV TIMBOIESTI,Buzau,LEA 20 KV TIMBOIESTI CE MT JT RM.SARAT,7,PT,RET JT PTAB 9107 ENERGOMAT,,,PTAB - Anvelopa de Beton,PTAB 9107 ENERGOMAT,CE MT JT Buzau+Buzau Sud,CE 110/PRAM/IP (PT.LINII110),CE 110/PRAM/IP (PT.LINII110),CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
878,9107,PRESA ULEI,PTA 9107 PRESA ULEI,Terti,SC TOTAL STAR SRL,LEA 20 KV BALTA ALBA,Buzau,LEA 20 KV BALTA ALBA CE MT JT RM.SARAT,44,PT,RET JT PTA 9107 PRESA ULEI,,LEA JT PTA 9107 AMARA,PTA - Aerian,PTA 9107 PRESA ULEI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10976,9107,MOTEL POIANA PINULUI,PTA 9107 MOTEL POIANA PINULUI,Terti,HOTEL PIETROASA,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,47,PT,RET JT PTA 9107 MOTEL POIANA PINULUI,,,PTA - Aerian,PTA 9107 MOTEL POIANA PINULUI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
19591,9108,CONFEX,PTAB 9108 CONFEX,Terti,PTAB 9108 CONFEX,LEA 20 KV TIMBOIESTI,Buzau,LEA 20 KV TIMBOIESTI CE MT JT RM.SARAT,108,PT,RET JT PTAB 9108 CONFEX,,,PTAB - Anvelopa de Beton,PTAB 9108 CONFEX,CE MT JT Buzau+Buzau Sud,CE 110/PRAM/IP (PT.LINII110),CE 110/PRAM/IP (PT.LINII110),CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
39,9108,9108 ULEI BUZAU,PA 9108 ULEI BUZAU,Terti,BUNGEE,LES 6 KV FABRICA ULEI BUZAU SUD,Buzau,LES 6 KV FABRICA ULEI BUZAU SUD CE MT JT BUZAU+BUZAU SUD,99,PA,RET JT PA 9108 ULEI BUZAU,,,,PA 9108 ULEI BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11677,9108,IACM BUZAU,PTZ 9108 IACM BUZAU,Terti,CONCAS,LES 20 KV FILATURA 1,Buzau,LES 20 KV FILATURA 1 CE MT JT BUZAU+BUZAU SUD,29,PT,RET JT PTZ 9108 IACM BUZAU,,,PTZ - Zidit,PTZ 9108 IACM BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10867,9110,SMA SALCIOARA = DESLEGAT,PTA 9110 SMA SALCIOARA = DESLEGAT,Terti,AHIL SMEENI,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,12,PT,RET JT PTA 9110 SMA SALCIOARA = DESLE,,,PTA - Aerian,PTA 9110 SMA SALCIOARA = DESLEGAT,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1072,9110,VOLVATIR BECENI = RETRAS,PTZ 9110 VOLVATIR BECENI = RETRAS,Terti,MODUL DESIGN SRL,LES 20 KV VOLVATIR,Buzau,LES 20 KV VOLVATIR CE MT JT BUZAU NORD,999,PT,RET JT PTZ 9110 VOLVATIR BECENI = RET,LES JT PTZ 9110 VOLVATIR BECENI = RE,,PTZ - Zidit,PTZ 9110 VOLVATIR BECENI = RETRAS,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1068,9110,RELEU TV PARDOSI,PTA 9110 RELEU TV PARDOSI,Terti,,LEA 20 KV FLORESTI BZ,Buzau,LEA 20 KV RACOVITENI CE MT JT RM.SARAT,71,PT,RET JT PTA 9110 RELEU TV PARDOSI,,LEA JT PTA 0110 PARDOSI,PTA - Aerian,PTA 9110 RELEU TV PARDOSI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10968,9110,STATIE REGLARE GAZE BENTU,PTA 9110 STATIE REGLARE GAZE BENTU,Terti,PETROM SA,LEA 20 KV CILIBIA,Buzau,LEA 20 KV CILIBIA CE MT JT BUZAU+BUZAU SUD,23,PT,RET JT PTA 9110 STATIE REGLARE GAZE B,,,PTA - Aerian,PTA 9110 STATIE REGLARE GAZE BENTU,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11154,9110,SERE - SOLARII BUZAU,PTZ 9110 SERE - SOLARII BUZAU,Terti,YUKSEK,LES 6 KV FLACARA1,Buzau,LES 6 KV FLACARA1 CE MT JT BUZAU+BUZAU SUD,3,PT,RET JT PTZ 9110 SERE - SOLARII BUZAU,,,PTZ - Zidit,PTZ 9110 SERE - SOLARII BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10868,9111,SMEENI EPURATIE = DESLEGAT,PTA 9111 SMEENI EPURATIE = DESLEGAT,Terti,SC COM SAVA SRL,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,13,PT,RET JT PTA 9111 SMEENI EPURATIE = DES,,,PTA - Aerian,PTA 9111 SMEENI EPURATIE = DESLEGAT,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1121,9111,SMA,PTA 9111 SMA,Terti,SC DEPLAST SRL,LEA 20 KV APA OREAVU,Buzau,LEA 20 KV APA OREAVU CE MT JT RM.SARAT,18,PT,RET JT PTA 9111 SMA,LES JT PTA 9111 SMA RM SARAT,LEA JT PTA 9111 SMA RM SARAT,PTA - Aerian,PTA 9111 SMA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10869,9112,CAP SMEENI = RETRAS,PTA 9112 CAP SMEENI = RETRAS,Terti,SC CEREANIM,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,15,PT,RET JT PTA 9112 CAP SMEENI = RETRAS,,,PTA - Aerian,PTA 9112 CAP SMEENI = RETRAS,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1172,9112,PROGRESUL,PTA 9112 PROGRESUL,Terti,PROGRESUL SOCIETATE COOPERATIVA,LEA 20 KV TIMBOIESTI,Buzau,LEA 20 KV TIMBOIESTI CE MT JT RM.SARAT,7,PT,RET JT PTA 9112 PROGRESUL,LES JT PTA 9112 PROGRESU RM SARAT,LEA JT PTA 9112 PROGRESU RM SARAT,PTA - Aerian,PTA 9112 PROGRESUL,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18475,9113,CAP PARSCOV = RETRAS,PTA 9113 CAP PARSCOV = RETRAS,Terti,PT 9113 CAP PIRSCOV,LEA 20 KV BOZIORU,Buzau,LEA 20 KV BOZIORU CE MT JT BUZAU NORD,16,PT,RET JT PTA 9113 CAP PARSCOV = RETRAS,,,PTA - Aerian,PTA 9113 CAP PARSCOV = RETRAS,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11158,9113,IAS ZORESTI,PTA 9113 IAS ZORESTI,Terti,IAS ZORESTI,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,14,PT,RET JT PTA 9113 IAS ZORESTI,,,PTA - Aerian,PTA 9113 IAS ZORESTI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11177,9113,IMBUNATATIRI FUNCIARE BUZAU,PTZ 9113 IMBUNATATIRI FUNCIARE BUZAU,Terti,ANIFRA BUZAU,LES 6 KV IMBUNATATIRI FUNCIARE,Buzau,LES 6 KV IMBUNATATIRI FUNCIARE CE MT JT BUZAU+BUZAU SUD,55,PT,RET JT PTZ 9113 IMBUNATATIRI FUNCIARE,,,PTZ - Zidit,PTZ 9113 IMBUNATATIRI FUNCIARE BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10870,9114,TESATORIE SMEENI,PTZ 9114 TESATORIE SMEENI,Terti,SC COM SAVA SRL SMEENI,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,16,PT,RET JT PTZ 9114 TESATORIE SMEENI,,,PTZ - Zidit,PTZ 9114 TESATORIE SMEENI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11051,9114,VINALCOOL PIETROASELE,PTZ 9114 VINALCOOL PIETROASELE,Terti,VINALCOOL PIETROASELE,LEA 20 KV PIETROASELE,Buzau,LEA 20 KV PIETROASELE CE MT JT BUZAU+BUZAU SUD,37,PT,RET JT PTZ 9114 VINALCOOL PIETROASELE,,,PTZ - Zidit,PTZ 9114 VINALCOOL PIETROASELE,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11413,9114,GINAR PROD VERNESTI,PTA 9114 GINAR PROD VERNESTI,Terti,GINAR PROD PANIF SRL,LEA 20 KV SI CHE SIMILEASCA,Buzau,LEA 20 KV VERNESTI CE MT JT BUZAU NORD,11,PT,RET JT PTA 9114 GINAR PROD VERNESTI,,,PTA - Aerian,PTA 9114 GINAR PROD VERNESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
11777,9114,TIMB INTEGRAL,PTZ 9114 TIMB INTEGRAL,Terti,T.I.M.B.,LES 6 KV SANTIER,Buzau,LES 6 KV SANTIER CE MT JT BUZAU+BUZAU SUD,45,PT,RET JT PTZ 9114 TIMB INTEGRAL,,,PTZ - Zidit,PTZ 9114 TIMB INTEGRAL,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1297,9115,COMPLEX VINIFICATIE- VERNESTI,PTZ 9115 COMPLEX VINIFICATIE- VERNESTI,Terti,BODEGA PIETROASA S.R.L.,LEA 20 KV VERNESTI,Buzau,LEA 20 KV VERNESTI CE MT JT BUZAU NORD,19,PT,RET JT PTZ 9115 COMPLEX VINIFICATIE-,LES JT PTZ 9115 COMPLEX VINIFICATIE-,,PTZ - Zidit,PTZ 9115 COMPLEX VINIFICATIE- VERNESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
1333,9116,NIC,PTA 9116 NIC,Terti,SC BERBECUTI SAPOCA,LEA 20 KV IRIGATII 2 BZ,Buzau,LEA 20 KV IRIGATII 2 BZ CE MT JT BUZAU NORD,10,PT,RET JT PTA 9116 NIC,LES JT PTA 9116 BERBECUTI SAPOCA,LEA JT PTA 9116 BERBECUTI SAPOCA,PTA - Aerian,PTA 9116 NIC,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
